pair_id,intent_category,raw_customer_message,raw_support_reply,customer_message,support_reply
SPOT-0090,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0091,Login & Auth Issue,"@SpotifyCares Can't sign in on iPhone 15, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPhone 15, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0092,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0093,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0094,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0095,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0096,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0097,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0098,General Query & Feature Request,@SpotifyCares Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0099,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0100,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Roadtrip Songs on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Roadtrip Songs on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0101,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Chill Vibes on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Chill Vibes on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0102,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0103,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0104,General Query & Feature Request,@SpotifyCares Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0105,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0106,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0107,Billing & Refund Request,@SpotifyCares Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0108,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0109,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0110,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0111,General Query & Feature Request,@SpotifyCares Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0112,Login & Auth Issue,"@SpotifyCares Can't sign in on Apple Watch, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Apple Watch, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0113,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
